ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_6,BILL_AMT6,PAY_5,BILL_AMT5,PAY_4,BILL_AMT4,PAY_3,PAY_2,PAY_0,BILL_AMT1,BILL_AMT2,BILL_AMT3,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
11253,170000,1,2,2,42,0,99324,0,95922,0,94090,0,0,0,102141,100600,103156,4002,5107,3600,3500,5000,3000,0
11254,280000,1,1,2,29,0,135715,0,133035,0,130339,0,0,0,135056,130889,127768,4547,4584,3647,3757,3799,3912,0
11255,290000,2,3,1,43,-1,780,-1,390,-1,390,-1,-1,-1,1994,390,390,390,390,390,390,780,568,0
11256,240000,1,2,1,44,0,16208,0,15852,0,15475,0,0,0,21643,19743,20298,1400,1300,1000,1000,1000,1000,0
11257,110000,2,2,1,24,2,44274,0,45987,0,43504,0,0,0,42667,43734,43495,2600,1667,1525,4000,0,3000,0
11258,140000,2,1,2,27,0,129250,0,137061,0,268084,0,0,0,126785,129752,132554,6500,6500,5000,5000,5568,3600,0
11259,250000,1,2,1,38,-1,4490,-1,5409,0,22970,0,0,2,67788,22453,13683,5080,5028,15127,8028,5021,6032,1
11260,1.00E+05,1,3,2,32,0,7350,0,7920,0,10437,0,2,2,103540,98205,12605,254,1418,250,306,524,23910,0
11261,20000,2,3,1,54,2,8815,0,9510,0,8028,2,0,0,6268,8221,6997,3000,0,3000,2000,0,5363,0
11262,120000,2,2,2,27,0,57240,0,56170,0,54620,0,0,2,51244,51819,53375,2000,2000,1700,2000,1700,1656,0
11263,120000,1,1,2,30,-2,0,-2,0,-1,0,-1,-2,1,0,0,1990,0,1990,0,0,0,0,0
11264,130000,2,2,2,25,0,4559,0,5465,2,5353,2,2,1,4393,4178,10018,0,6000,0,173,326,80,0
11265,10000,1,2,2,24,0,10674,-1,10500,2,0,2,0,0,6933,9301,9000,2500,0,1000,10500,368,184,0
11266,1.00E+05,1,1,2,31,-1,955,-1,105,2,28895,2,0,0,27163,29408,29395,3000,1000,0,1000,1000,1000,0
11267,70000,2,2,1,34,2,19403,2,18966,2,18611,2,2,2,16965,17398,18310,1000,1500,900,800,900,2000,1
11268,360000,1,1,1,37,-1,7806,-1,10099,-1,6820,-1,-1,-1,25078,20970,14407,21006,14430,6820,10099,7806,7862,0
11269,130000,2,1,2,26,-1,2054,-2,0,-2,402,-2,-2,-2,0,0,0,0,0,402,0,2054,0,0
11270,240000,1,2,1,38,0,157536,0,156655,0,162379,0,0,0,132090,143966,155632,20030,20000,10070,10037,13137,10052,0
11271,20000,1,2,2,34,-1,8081,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,8081,0,1
11272,60000,2,1,1,43,-1,340,0,165,0,330,2,3,-1,495,330,495,0,330,0,0,340,0,0
11273,20000,1,2,1,45,0,20000,0,19600,0,19600,2,3,4,21605,20987,20200,0,0,0,0,400,0,0
11274,50000,2,2,2,29,0,19792,0,19388,0,19865,0,0,0,45013,43995,39478,2007,1358,680,845,871,1000,0
11275,230000,2,1,2,31,0,23378,0,22936,0,23113,0,0,0,20356,21504,21729,1676,1700,2007,1000,1000,1000,0
11276,60000,1,1,2,29,2,49669,2,48617,0,47728,0,0,0,40851,41891,44788,2000,3600,3700,1800,2000,0,0
11277,1.00E+05,1,2,1,42,0,68715,0,75592,0,81545,0,0,0,100699,94528,89010,3368,3995,2800,3267,2919,334,1
11278,340000,2,1,1,49,-1,530,-1,0,-1,2894,-2,-2,1,-11,-11,-11,0,0,2905,0,530,0,1
11279,260000,1,1,2,30,0,21067,0,19401,0,17700,0,0,0,14096,15558,16986,2000,2000,1000,2000,2000,2000,0
11280,220000,2,1,2,41,-2,0,-2,0,-2,0,-2,-1,-1,2500,0,0,0,0,0,0,0,0,0
11281,130000,2,1,2,27,-2,2773,-2,708,-2,0,-2,-2,-2,5188,-26,3955,0,3981,0,708,2773,860,0
11282,3.00E+05,1,1,2,29,0,165498,0,190840,0,204845,0,0,0,298072,305851,245210,13636,10633,7016,10058,7125,5035,0
11283,50000,1,3,1,47,0,37128,0,36230,0,17744,0,2,1,66978,65198,48951,0,2600,635,657,750,501,1
11284,30000,2,2,2,25,2,28208,2,28806,2,27185,2,2,1,26568,27456,27915,1600,1200,0,2200,0,2500,0
11285,280000,2,1,1,32,-2,-200,0,-200,0,3508,-1,-2,1,0,0,3508,0,3508,0,0,0,0,1
11286,50000,1,3,2,26,0,24354,0,23801,0,23314,2,2,2,22578,23720,23046,1800,0,950,862,947,814,0
11287,2.00E+05,2,3,1,42,-1,886,2,819,0,1800,0,0,0,1554,1645,1408,1345,1108,669,0,886,2415,0
11288,360000,1,2,1,32,0,15722,-1,15437,-1,2963,0,0,0,7230,9835,8217,5017,2041,2980,16038,8032,10095,0
11289,50000,1,2,2,23,-1,15706,0,13925,0,19485,0,0,0,47038,51310,49956,10020,2170,1200,4000,15706,10000,0
11290,280000,2,1,2,31,-2,0,-2,699,-2,0,-2,-2,-2,1558,0,940,0,940,0,699,0,399,0
11291,50000,2,1,2,43,0,17907,0,19759,0,20818,0,0,0,42627,39610,26538,1610,1279,687,690,671,506,0
11292,180000,2,3,1,31,-2,0,-2,0,-2,768,-2,-2,-2,247,1562,1548,1562,1548,768,0,0,0,0
11293,140000,2,2,1,37,-2,0,0,0,0,1460,-1,-1,1,0,177,1460,177,1460,0,0,0,0,1
11294,120000,2,1,2,33,0,22845,0,22214,0,21560,0,0,2,18653,19844,20908,1500,1400,1000,1000,1000,2000,1
11295,20000,1,2,2,30,0,20399,0,20367,0,19998,0,0,0,20001,20041,20205,1400,1290,694,869,2102,1214,0
11296,130000,2,1,2,30,0,10711,0,10636,0,10353,2,2,3,8830,9533,10220,1000,1000,600,600,400,600,1
11297,60000,2,2,2,29,0,19043,0,18893,0,19394,0,0,0,54932,85672,41483,1900,1572,1000,700,668,6000,1
11298,360000,2,1,2,50,-1,0,-1,1730,-1,2855,-1,-1,-1,11530,11753,0,11763,0,2855,1730,0,11150,0
11299,360000,1,1,2,32,0,14917,0,15001,0,15423,0,0,0,26833,23626,20571,1722,2636,1006,1003,1011,2003,0
11300,260000,2,3,1,41,0,89970,2,86858,2,88806,0,0,0,137614,137133,134970,5700,9000,4500,0,5000,3700,1
11301,50000,2,3,1,31,0,29697,0,30360,0,29735,0,0,0,50612,43616,43339,1879,1863,1042,1081,1081,1072,0
11302,20000,1,2,2,43,-1,54,-1,54,-1,54,-1,-1,-1,54,54,54,0,0,0,0,0,2966,1
11303,80000,1,1,1,34,0,82334,2,80021,2,81845,2,0,0,73839,78934,76649,6700,0,7500,0,4200,3000,1
11304,210000,2,1,2,30,0,291,-1,582,0,291,0,0,-1,1993,2722,2753,1062,1000,0,582,0,2682,1
11305,5.00E+05,1,2,2,30,-2,-3634,-2,-3634,-2,-3634,-2,0,0,380417,377866,-3634,9027,3634,0,1907,0,210000,0
11306,50000,1,2,1,31,0,25940,0,27697,0,32502,0,0,0,51319,52214,50260,5000,2300,1100,1000,1000,1500,1
11307,30000,2,2,2,27,-2,0,-2,0,-2,0,0,0,2,29810,1651,0,1000,0,0,0,0,0,0
11308,260000,1,2,1,38,-1,1441,-1,2654,-1,1207,-1,-1,-1,17949,5693,28669,5722,28811,1313,2667,1447,2588,0
11309,2.00E+05,1,1,1,40,-1,4326,-1,4403,-1,4253,-1,-1,-1,4394,3366,9379,3405,9436,4274,4424,4347,10741,0
11310,290000,2,2,2,41,-1,3332,-1,2473,-1,4059,-1,-1,-1,6959,6891,980,6891,980,4059,2473,3332,3203,0
11311,30000,1,2,2,27,0,12891,0,12790,0,12530,0,0,0,10410,11431,12439,1495,1503,594,610,462,478,0
11312,260000,2,2,3,38,0,18043,-1,24406,-1,8000,-1,-1,-1,8000,8000,8000,8000,8000,8000,24406,2000,389,0
11313,5.00E+05,1,2,1,33,0,77214,0,80339,0,89944,0,0,0,88832,90687,84613,6047,5016,10055,2513,3009,14542,0
11314,180000,2,2,2,35,-2,-28,-1,-28,-1,2072,-2,-2,-2,0,0,0,0,0,2072,0,0,0,0
11315,50000,1,3,2,30,0,20024,0,19506,0,19107,0,0,2,50110,50322,27078,1500,1620,1000,707,841,657,1
11316,450000,2,1,2,40,-2,0,-2,0,-1,0,-1,-1,-1,9612,19253,6665,19293,6665,0,0,0,8768,0
11317,110000,1,3,2,24,0,48903,0,48461,0,47695,0,0,0,78453,48208,8882,1500,1900,40000,2000,1800,1400,0
11318,340000,1,1,2,29,0,152598,0,149218,0,150872,0,0,0,191426,190339,148694,8200,6500,6000,6000,6000,5000,0
11319,20000,2,2,2,22,-1,17333,-1,2800,-1,400,2,2,-1,496,496,-4,0,0,404,2800,17333,346,0
11320,50000,2,2,1,32,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1
11321,140000,2,3,1,35,0,100466,0,98901,0,113078,0,0,0,46915,115681,110827,70000,4130,4600,3600,3600,3708,0
11322,4.00E+05,2,1,1,31,-1,325,-1,325,-1,325,-1,-1,-1,5581,2833,1162,2833,1162,325,325,325,325,0
11323,50000,2,2,2,40,-2,0,-2,0,-2,0,-1,-1,-1,15584,4377,0,4377,0,0,0,0,0,0
11324,130000,1,3,2,53,-2,2108,-2,2464,-2,5773,-1,-1,-1,7477,6519,1403,6540,1411,5790,2571,2214,4172,0
11325,70000,1,2,2,29,0,7535,0,8131,0,8840,0,0,0,34449,35009,21307,1600,1300,500,1000,1000,1500,1
11326,40000,2,1,2,24,-2,0,-2,0,-2,0,-2,-1,-1,19133,0,0,0,0,0,0,0,0,0
11327,130000,2,1,2,29,0,99170,0,97940,0,97224,0,-1,-1,390,99235,98080,99235,4368,3449,3713,3610,3531,0
11328,70000,2,2,1,40,0,49252,0,47951,0,45861,0,0,0,43045,44088,45102,2036,2050,1809,3000,2251,1627,0
11329,250000,1,1,2,30,0,26028,0,23343,0,16095,0,0,0,6476,10023,12947,5000,5000,4000,10000,4000,5000,0
11330,150000,2,5,1,25,0,88526,0,88865,0,100540,0,0,2,156252,121999,28119,3468,1867,92920,3578,3000,2200,0
11331,3.00E+05,1,2,2,31,0,124882,0,128742,0,131103,0,0,0,285038,291480,298378,12507,15056,5027,5007,5063,3039,0
11332,20000,1,2,2,24,-1,16100,-2,0,-2,5300,-2,-2,-2,-331,19398,1238,19729,1000,5300,0,16100,0,0
11333,20000,2,2,2,23,0,39156,0,18909,0,18601,0,0,-1,6872,7805,8801,1204,1200,10000,538,10000,600,0
11334,20000,2,1,2,24,2,17556,0,17995,0,16770,0,2,2,14750,14229,16438,0,2773,605,1500,0,1456,1
11335,210000,2,3,1,42,-1,13049,0,17741,0,16870,-1,-1,1,0,1200,12466,1200,12466,6004,6000,7282,9731,1
11336,220000,1,1,2,31,-2,1132,-2,1888,-2,1024,-2,-2,-2,332,332,328,333,329,1029,1897,1137,1499,0
11337,3.00E+05,1,1,2,32,-1,725,-1,14487,-1,2198,-1,-1,-1,2144,2085,2431,2085,2431,2198,14487,725,7818,0
11338,120000,1,1,2,38,-1,3867,0,14155,0,9155,0,0,0,52234,39644,19920,1575,1800,1500,14000,4000,2850,0
11339,50000,2,2,2,25,0,47743,0,7936,0,7712,0,2,-1,6806,6552,7561,0,1125,276,348,40000,1151,1
11340,210000,2,2,1,42,-2,0,-2,0,-2,0,-1,-1,-1,4221,336,0,336,0,0,0,0,0,0
11341,170000,2,2,2,56,-1,1482,-1,424,-1,0,-1,-1,-1,4767,0,451,0,451,0,424,1482,688,1
11342,60000,2,1,2,23,0,28921,0,28785,0,28628,0,0,0,27369,27961,28509,1466,1452,1009,1040,1048,856,0
11343,20000,1,2,1,41,2,19277,2,18735,2,17857,3,2,2,17213,19041,18449,2400,0,0,1320,1000,0,1
11344,50000,1,2,2,27,2,28696,0,30505,0,30963,0,0,2,41932,38411,30659,1600,1712,1016,2500,0,2848,1
11345,180000,2,3,1,43,-2,0,-2,0,-1,0,-1,-1,1,0,8016,1200,8016,1200,0,0,0,0,0
11346,20000,2,2,1,28,0,6483,0,10812,0,15335,2,2,2,20574,21041,19055,1100,0,550,288,400,0,1
11347,310000,2,1,2,32,-2,-235,0,-235,0,326,-1,-2,1,0,0,326,0,326,0,0,0,1200,0
11348,130000,1,3,1,48,-1,8670,-1,11094,-1,3038,2,0,0,11926,18095,5552,10840,3,3041,11202,8671,6485,0
11349,160000,2,2,2,25,0,111354,0,115637,0,120742,0,0,0,153392,143297,140984,8000,7000,5000,5000,5000,10500,0
11350,5.00E+05,2,1,2,33,0,28257,0,33079,0,34003,0,0,0,48206,45445,43875,2100,1800,1500,1500,2000,10200,0
11351,20000,1,2,2,29,0,20022,0,20077,0,20210,0,0,0,18920,20302,19477,1700,1300,1000,800,700,750,0
11352,70000,1,3,2,53,0,16764,0,16437,0,16100,0,0,0,14054,15078,15787,1554,1263,576,596,600,622,0
11353,130000,2,2,1,27,0,47313,0,46773,-1,485,-1,-1,-1,792,0,396,0,396,485,46684,1700,1712,0
11354,310000,2,2,1,40,0,52057,0,74627,0,80237,0,0,0,180225,85799,103459,10000,20000,10000,6000,5000,5000,0
11355,20000,2,3,2,25,-2,0,0,0,0,900,-1,-1,-1,12547,14699,900,14745,900,0,0,0,0,1
11356,180000,2,3,1,41,-1,7632,-2,0,-1,0,-1,-1,-1,3600,5184,5719,5184,5719,0,0,7632,0,0
11357,30000,2,3,1,43,2,14465,2,13548,2,13911,2,2,1,12603,13103,13785,1000,1200,646,0,1300,1000,0
11358,50000,2,2,1,39,0,14307,2,13735,0,14104,0,0,0,10960,12030,13125,1250,1300,1200,0,800,600,0
11359,210000,2,1,2,27,-1,3140,-1,660,-1,762,-1,-1,-1,272,894,2168,902,2168,762,660,3140,0,0
11360,90000,2,1,2,42,0,68228,0,69518,0,67592,0,0,2,88346,85975,86302,3500,3500,3000,3000,3000,2800,1
11361,20000,2,2,1,58,0,16343,0,16408,0,17392,0,0,0,19698,19224,18690,1315,1254,596,592,594,553,0
11362,130000,1,1,1,29,-1,89883,0,101535,0,99119,0,2,1,162757,143233,130477,5,6000,5000,5000,100207,1622,1
11363,60000,2,2,2,24,-1,560,-1,150,-2,0,-2,-2,1,0,0,0,0,0,0,150,560,1170,0
11364,310000,2,2,1,35,-1,3185,0,10919,0,17264,-1,0,0,14332,8257,11505,1041,11512,7271,5000,3215,15558,0
11365,80000,1,2,2,40,-1,412,-1,892,-1,634,0,0,0,81511,65605,62779,3200,3000,1000,1000,412,3542,0
11366,2.00E+05,2,2,1,40,-1,9205,0,977,-1,7850,-1,-1,-1,7261,32333,12610,32543,13587,7850,0,9205,0,0
11367,180000,1,1,2,27,0,104931,0,102800,0,100581,0,0,0,94450,96632,99127,4600,5000,4000,4000,4000,4200,0
11368,2.00E+05,2,1,1,34,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1
11369,180000,2,3,1,63,-2,0,-2,0,-2,0,-2,-1,-1,1344,0,0,0,0,0,0,0,0,1
11370,10000,1,2,2,23,0,9847,0,10096,-1,9984,-1,0,0,17834,8511,1651,1033,1651,9984,415,358,114,0
11371,50000,1,2,2,30,-1,10400,0,7978,0,7608,0,0,0,51396,52908,7456,2481,1000,152,370,11000,511,0
11372,210000,1,3,1,33,0,22002,0,24236,0,30400,0,0,0,44249,45146,30089,8130,3027,10018,6,66,4008,0
11373,20000,2,4,2,22,0,0,0,8539,0,18657,0,0,0,17576,17632,18385,1500,1200,1000,1000,0,0,0
11374,50000,1,2,2,31,-2,0,0,0,0,43885,0,0,0,47709,47838,49597,3007,5230,1927,0,0,0,0
11375,290000,1,1,2,43,0,233974,0,228203,0,221950,0,0,0,197175,210932,217394,17000,10000,10000,10000,10000,5000,0
11376,360000,2,1,2,37,-1,380,0,22495,0,23255,0,0,0,16600,19190,20384,3194,2384,3271,2509,381,2469,0
11377,5.00E+05,2,2,1,38,0,19188,-1,16871,0,3008,0,-1,-1,2343,4666,3492,4695,2506,2015,16883,5013,8031,0
11378,50000,2,2,1,41,0,29157,0,28589,0,27982,0,0,0,25395,26421,27741,1440,1760,1001,1057,1063,5699,0
11379,180000,1,2,2,25,-1,12499,0,6437,0,7192,0,0,0,4236,5230,6570,2001,2000,1018,6154,12527,5016,0
11380,2.00E+05,2,2,1,44,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0
11381,140000,1,2,1,48,0,99558,0,88679,0,85968,0,0,0,80740,82439,84125,3000,3060,3241,4264,12400,0,0
11382,360000,2,2,1,46,-1,9145,-1,6399,-1,7483,-1,-1,-1,6402,13301,3762,13389,3785,7527,6418,9187,15762,1
11383,60000,2,2,2,34,0,28577,0,28903,0,49305,0,0,0,59291,60720,59503,3000,2267,1000,1100,1300,1025,0
11384,110000,1,2,2,24,0,42260,0,41449,0,40086,0,0,0,91915,92168,90705,3800,3818,1426,2000,2000,3261,0
11385,50000,1,2,2,28,0,19505,0,19082,0,18690,0,0,0,17868,18028,38126,1711,20809,668,692,740,632,0
11386,130000,2,2,2,27,-1,380,-1,390,-1,390,-1,-1,-1,390,390,390,390,390,390,390,380,400,0
11387,20000,1,1,2,23,0,-1000,0,10886,0,11776,0,0,0,8693,10045,11776,1500,2000,0,0,0,0,0
11388,2.00E+05,2,1,1,35,-1,290,-1,1908,-1,0,-1,2,-1,1972,582,1891,0,1891,0,1908,290,3100,1
11389,10000,1,3,2,41,2,8019,0,8298,0,7420,2,2,2,3983,4764,5528,1000,1000,2000,1000,0,1390,1
11390,330000,2,1,2,30,-2,25125,-2,45476,-2,13835,-2,-1,-1,5014,59970,18585,60207,18585,13835,45476,25125,21370,0
11391,360000,2,2,1,34,-2,0,-2,0,-1,0,-1,0,0,9561,5866,1297,1166,1297,0,0,0,444,0
11392,230000,2,2,1,46,-1,10352,-1,2263,-1,5505,-1,-1,-1,3503,3354,858,3970,858,5505,2263,10352,13000,0
11393,140000,1,2,1,37,-1,1420,-1,1091,0,991,-1,2,-1,2081,991,1982,0,1982,0,1091,1420,7351,1
11394,50000,1,1,1,38,-1,4764,-1,4038,-1,4453,-1,-1,-1,2536,3147,8321,3147,8321,4453,4038,4764,3662,0
11395,30000,1,2,2,31,-1,170,0,-30,0,150,0,0,2,23559,23381,540,1000,500,0,600,200,5183,0
11396,170000,1,1,2,29,-1,0,-1,1015,-2,0,-2,-2,1,0,0,0,0,0,0,1015,0,0,0
11397,50000,2,2,2,32,0,9872,0,9011,0,8838,0,2,1,49340,48297,49255,0,3000,1000,1000,1000,1000,0
11398,290000,2,1,1,35,-1,-677,-1,2663,-2,-20,-2,-1,-1,703,-20,-20,0,0,0,2800,0,0,1
11399,140000,1,1,2,43,0,138593,0,137747,0,136258,0,0,0,138859,141393,135784,5100,4779,6000,6000,6000,5200,1
11400,110000,1,2,1,39,0,35806,0,32467,0,36819,0,0,0,49464,40359,34533,3007,3000,3000,3000,4000,3000,0
11401,170000,1,1,2,27,0,137023,0,134043,0,130937,0,0,0,127902,131631,133090,5631,5090,4937,5043,5023,11939,0
11402,390000,2,2,1,31,-2,0,0,0,0,16666,0,0,0,49667,33900,33545,1700,17000,333,0,16666,13807,0
11403,160000,1,1,1,47,-2,0,-2,1274,-2,-3,-2,-2,-2,1562,1499,-3,1503,0,0,1277,0,0,0
11404,20000,2,2,1,37,0,18500,0,18500,0,18500,2,3,4,20460,19860,19100,0,0,0,0,0,4500,0
11405,40000,1,1,2,24,0,39693,0,38820,2,37580,0,0,0,36904,34372,38496,1600,6700,0,2000,1700,1400,0
11406,4.00E+05,1,2,1,37,-1,20338,-1,12633,-1,8585,-1,-1,-1,7011,9639,8102,10000,8501,9003,13000,20500,11000,0
11407,260000,2,2,2,29,-2,2531,-2,2282,-2,2106,-2,-2,-2,4400,942,1058,942,1058,2106,2282,2531,0,0
11408,260000,2,3,1,52,0,228279,0,223899,0,219204,0,0,0,207627,212821,214885,8535,6430,6495,6849,6799,32430,0
11409,240000,1,1,2,48,0,180090,2,183299,3,188156,4,3,1,180189,191054,192447,15281,6000,0,0,9013,6183,0
11410,230000,2,2,1,38,-2,2132,-2,3388,-2,6337,-2,-2,-2,12696,9883,2035,9883,2035,6337,3388,2132,2204,0
11411,50000,1,2,1,45,-2,0,-2,0,-1,0,-1,-1,-1,4900,7222,3150,7222,3150,0,0,0,2977,0
11412,4.00E+05,1,1,2,37,-1,219,-1,303,-1,0,-1,-1,-1,1783,1251,629,1251,629,0,303,219,1640,0
11413,30000,1,2,1,31,0,29901,0,29531,0,29463,0,0,0,29285,29390,30300,1820,1730,1154,1034,1212,1054,0
11414,3.00E+05,1,1,2,37,0,16937,0,47486,0,47146,0,0,0,52268,53440,54615,3000,3011,582,602,627,587,0
11415,1.00E+05,2,1,2,24,2,7156,-1,15520,-1,11896,2,-1,-1,7576,15532,7626,15532,0,11896,11008,0,23164,0
11416,130000,1,1,2,26,0,11869,0,46645,0,69832,0,-1,0,4417,93163,90056,105072,5000,3000,12000,10000,3500,0
11417,180000,2,1,2,41,-2,9357,0,8568,0,8938,0,0,0,6734,7752,8763,1124,1135,310,378,1000,0,0
11418,130000,1,3,2,24,0,0,0,11580,0,17009,0,2,1,101767,41823,33740,12,1407,347,11,0,0,1
11419,130000,2,1,2,25,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0
11420,50000,2,2,1,57,-2,0,-2,0,-2,0,-1,-1,-1,173,274,0,274,0,0,0,0,2590,0
11421,230000,2,2,1,36,-1,12051,-2,6519,-2,6120,-2,-2,-2,198,29430,22925,29439,22993,6167,6519,12086,5948,1
11422,140000,1,3,1,35,-2,0,-2,0,-2,0,0,0,0,136324,138438,0,5407,0,0,0,0,0,0
11423,60000,1,2,2,30,0,15915,-1,15666,-1,0,-1,-1,0,41540,390,390,390,390,0,16056,1000,390,0
11424,30000,1,2,1,23,-1,0,-1,780,-1,0,-1,-1,-1,390,390,390,390,390,0,780,0,0,0
11425,40000,2,3,1,39,2,40428,2,39628,2,37160,2,0,0,34378,37584,38072,3768,1400,0,3081,1600,0,1
11426,250000,2,2,1,40,-1,1604,-2,0,-2,0,2,2,1,7067,998,0,4,0,0,0,1604,0,0
11427,20000,1,2,1,53,-2,-129,-2,23060,-2,23060,-2,-2,-2,35419,31195,26849,0,0,0,0,129,18143,0
11428,120000,1,2,1,27,3,113999,0,115747,0,106075,2,3,2,110162,107008,103800,0,0,4000,11000,0,0,1
11429,210000,2,2,2,29,0,97672,0,94167,0,93164,0,0,0,86598,88304,90648,4000,4000,4000,10000,5000,3000,0
11430,380000,1,1,2,33,-2,0,-2,0,-2,0,-2,-1,-1,2500,0,0,0,0,0,0,0,0,1
11431,130000,1,2,2,28,-2,-121,-2,73,-1,226,-1,-1,-1,381,550,547,551,548,226,105,89,0,0
11432,80000,2,2,1,49,0,23470,0,23393,0,22765,0,0,0,79545,80932,22320,3708,1364,809,989,930,1216,1
11433,80000,2,2,1,31,-1,4547,-1,1290,0,2802,-1,0,0,3601,-876,6440,9,9242,0,1290,4547,1850,1
11434,140000,1,2,2,36,2,68745,0,70015,0,64372,0,0,0,59693,61732,62411,3000,2300,3000,6700,0,3000,0
11435,220000,2,2,3,50,0,53195,0,51202,0,57079,0,0,0,127571,116768,55863,5200,2000,2000,2000,3200,2001,0
11436,20000,2,2,2,23,2,8771,2,9063,2,8350,2,2,1,6218,6959,8635,1000,1800,0,1000,0,1000,1
11437,2.00E+05,2,2,1,43,-1,0,-1,2500,2,150,2,2,2,150,150,150,0,0,0,2500,0,0,1
11438,50000,2,2,1,24,0,29450,0,28578,0,28081,0,0,0,37159,30814,27382,1500,1500,1153,1100,1346,960,0
11439,20000,1,2,2,30,0,10400,0,19799,0,19733,0,0,0,20027,18971,19339,1395,1153,547,611,600,0,0
11440,230000,1,3,2,37,0,44627,-1,64645,0,21655,0,0,-1,36571,35484,41862,1700,10010,5000,64667,5003,3016,0
11441,230000,2,2,2,29,0,186407,0,192974,0,190525,2,2,2,232044,236365,229553,9500,0,6829,7300,7000,7000,1
11442,60000,2,2,2,24,-2,2930,-2,200,-1,844,-1,-2,1,0,0,1668,0,1668,844,1044,2930,3783,0
11443,50000,1,3,1,54,0,20288,0,20097,0,20042,2,2,2,18691,21072,20039,3000,0,700,750,900,692,1
11444,130000,1,3,1,40,-2,0,-2,0,-1,0,-1,0,-1,3015,2620,1330,1000,1330,0,0,0,0,0
11445,20000,2,2,2,27,2,27941,2,26079,2,26644,-1,0,0,17304,0,26373,0,26373,1000,0,2300,1200,0
11446,440000,2,2,2,31,-1,32857,0,1175,0,10978,0,0,0,49803,25781,18400,1390,4375,271,497,34255,1048,0
11447,150000,2,1,2,23,-2,5281,-1,1414,-1,3234,-1,-1,-1,227,6686,11609,6692,11609,3623,1414,5281,2822,0
11448,410000,1,2,2,42,-1,5300,0,7539,-1,16128,-1,-1,-1,7114,8223,6557,8309,6645,16141,0,5300,5600,0
11449,320000,1,2,1,32,0,0,0,20650,0,23844,0,0,0,43265,28007,24986,1528,3019,2022,2000,0,82600,0
11450,30000,1,2,2,26,0,27778,2,25861,0,26405,0,0,0,26990,24706,25022,4900,2000,2100,0,2500,1840,0
11451,80000,1,2,2,29,0,54847,0,52727,0,51070,0,2,1,75234,76417,76916,3007,5090,2001,3000,3000,3000,0
11452,50000,2,3,1,47,5,34420,2,35551,2,29191,2,3,1,28164,27432,28668,0,2000,1300,7000,0,0,1
11453,50000,1,2,2,39,0,16550,0,16769,0,19663,0,2,1,50468,48621,49987,0,2600,650,752,596,578,1
11454,140000,2,1,2,52,-2,0,-2,0,-1,0,-1,-1,-1,1388,0,980,0,980,0,0,0,0,0
11455,5.00E+05,2,1,1,38,-1,6424,-1,8890,-1,8370,-1,-1,-1,7789,9656,7477,9666,7488,8370,8890,6424,21032,0
11456,60000,2,3,1,48,0,35641,0,35447,0,37543,0,0,0,59063,53377,37418,2000,1900,1500,1300,1300,1300,0
11457,150000,1,1,2,35,0,0,0,11310,-1,11310,-2,-1,-1,5888,0,0,0,0,11310,0,0,0,0
11458,130000,1,5,2,46,0,36991,0,37429,0,37834,0,0,2,79705,59716,38343,2475,1600,1300,1400,1400,2000,0
11459,20000,1,2,2,41,0,17111,0,17519,0,16557,0,0,0,18577,18961,18126,2000,2000,1000,3000,2000,3000,0
11460,310000,1,2,1,43,-1,814,-1,2503,-1,2004,-1,-1,-1,4943,2691,2060,2691,2060,2018,2505,816,3052,0
11461,90000,1,2,1,42,-2,0,-2,0,-2,0,-2,-1,-1,780,0,0,0,0,0,0,0,0,0
11462,210000,2,1,2,46,-1,1556,0,21664,0,24247,-1,-1,-1,15655,3918,29881,4854,30366,0,433,1556,14047,1
11463,10000,2,2,2,22,-2,0,0,0,0,8014,0,2,1,7194,6934,8786,0,2000,430,0,0,0,1
11464,30000,1,3,1,59,0,18174,0,21833,0,21624,0,0,0,29272,29096,22088,1404,1268,694,866,695,838,0
11465,30000,2,2,1,22,2,7734,0,7976,0,7058,0,2,2,28574,14220,14188,0,1230,1000,1000,0,2000,1
11466,30000,2,1,2,24,0,26407,0,26848,0,27457,0,0,0,28885,27924,27709,1459,1414,952,1002,832,2698,0
11467,220000,2,2,1,45,-1,13264,0,30693,-1,43957,0,-1,1,0,6010,7069,6010,1229,43957,614,13264,700,0
11468,20000,1,3,1,45,0,780,0,780,0,1170,0,2,-1,1340,950,1560,0,1000,0,0,0,0,1
11469,3.00E+05,1,1,1,30,-1,8067,-1,671,-1,81,-1,-1,-1,649,949,1938,949,1938,81,671,8067,1513,0
11470,160000,2,2,1,30,-2,186,-2,1800,-2,694,0,0,0,5331,6020,1194,1153,1202,694,1800,186,3573,0
11471,10000,1,2,2,25,0,-764,0,6236,0,5736,0,0,0,5378,6482,7308,1200,1000,115,500,180,5000,0
